name,website
MARKERS MARKET RESEARCH & CONSULTANCY,http://www.markersresearch.com
MARKET FOCUS INTERNATIONAL,http://www.marketfocus.com.au
MARKET-MARKTFORSCHUNGS GMBH & CO KG,http://www.market.at
MARKPLUS INSIGHT,http://www.markplusinsight.com
MATERIAL,https://www.materialplus.io/
MAYLAND RESEARCH LIMITED,http://www.maylandresearch.com
METRIXLAB,http://www.metrixlab.com
MINDFORCE RESEARCH,http://www.mindforceresearch.com
MMARKET SOLUTIONS,http://www.mmarketsolutions.co.uk
MOREINFO MARKETING AGENCY,http://www.moreinfo.uz
MR&S GMBH,http://www.mr-s.com
NEWTONX,https://www.newtonx.com/leading-b2b-market-research-company/?utm_campaign=PER-DY-Esomar-BOFU-102022&utm_source=directory&utm_medium=directory-profile
NICE DATA & RESEARCH,http://www.nicednr.co.kr
NIKKEI RESEARCH INC.,http://www.nikkei-r.co.jp/english/
NMS MARKET RESEARCH,http://www.nms.cz
NUMERO BLU SERVIZI S.P.A.,http://www.numeroblu.it
OMNIBUS MARKETING RESEARCH & CONSULTANCIES,https://omnibus-mrc.com
ONLINE MARKET INTELLIGENCE (OMI),http://www.omirussia.ru/en/
OVATIONMR,https://www.ovationmr.com/
PHASE 5,http://www.phase-5.com
PPM FACTUM RESEARCH S.R.O.,http://www.factum.cz
PRIZMA CPI,http://www.prizmacpi.hr
PROFI RESEARCH (PRC),"https://profirc.com, http://profiresearch.ru"
PROTEGE RESEARCH,www.protegeresearch.com
PSYMA BUSINESS RESEARCH CHINA CO. LTD.,http://www.psyma-china.com
PSYMA GROUP AG,http://www.psyma.com
PSYMA PESQUISAS DE MERCADO LTDA.,http://www.psyma-brasil.com
PUBLIC OPINION FOUNDATION,http://www.fom.ru
QMR,http://www.qmr.co.kr
QRI CONSULTING LTD.,http://www.qriconsulting.com
QUEST MINDSHARE,http://www.questmindshare.com
QUESTIONLAB INC.,http://WWW.QUESTIONLAB.COM
RAI,http://superresearch.ru/en/rai
RAKUTEN INSIGHT,http://www.aip-global.com
REP DATA,http://www.repdata.com
RESEARCH FREEWAY INC,http://www.researchfreeway.com
RICHARD MILLER ASSOCIATES LLC,http://www.richardmillerassociates.com
RONIN INTERNATIONAL,http://www.ronin.com
ROOTS RESEARCH LTD,http://www.rootsresearch.co.uk
SCENARI SRL,http://www.scenari.it
SCHNELL RESEARCH - HOUSTON,http://www.schnellresearch.com
SERRULA RESEARCH LTD,https://www.serrula-research.com
SIMPSON CARPENTER LTD,http://www.simpsoncarpenter.com
SKIM,http://www.skimgroup.com
SMART CONNECT RESEARCH,http://www.smartconnectresearch.com
SPACE DOCTORS LTD,http://www.space-doctors.com
SUGATA RESEARCH,http://sugataresearch.com
TARK RESEARCH CO. LTD.,http://www.tarkresearch.com/en/
THE MARKET RESEARCH CONSULTANCY LIMITED (THE MRC GROUP),http://www.mrcoffice.com
TRC (THE RESEARCH COMPANY),http://www.trcompany.co.kr
UINTENT GMBH,http://www.uintent.com
VALICON,http://www.valicon.net
VITAL FINDINGS,http://vitalfindings.com
YONTEM RESEARCH CONSULTANCY LIMITED,http://www.yontemresearch.com
YOUGOV AMERICA,http://www.yougov.com
INTAGE HOLDINGS INC.,http://www.intage.co.jp/english/
1•2•1 INSIGHTS BRAZIL,https://www.121insightsbrazil.com
AHA MOMENTS,www.ahamoments.ro
ARMATURE GROUP INC.,http://armaturegroup.net
ASIA WISDOM,http://www.asia-wisdom.com
B&COMPANY VIETNAM,http://b-company.jp
BOMI MARKETING RESEARCH CHINA,http://www.bomimr.com
BRIDGEMAKER - ALGERIA,https://bridgemaker-mena.com
COMAQ,http://www.comaq.net
CONSUMER SEARCH HONG KONG LTD.,http://www.csg-worldwide.com
COREDATA,https://www.coredata.com.au/contact
ESTUDIO SILVIA ROCA S.L.,http://www.estudiosilviaroca.com
ESTUDIOS PSICO INDUSTRIALES/BRAND SYNERGY/SINERGIA,http://www.epsiglobal.com
FOCAL POINT,http://www.focalpoint.com.sa
FUSIONLAB,http://www.fusionlab.kz
HARMON RESEARCH,http://harmonresearch.com/
INNOFACT AG,http://www.innofact.com
IPANEL LTD,http://www.ipanel.co.il/en/em/
IPSOS-OPINION S.A.,http://www.ipsosopinion.com/
LOGO MARKET RESEARCH & CONSULTING LTD.,http://www.logo-mrc.com
M-VECTOR,http://m-vector.com
MARKET SUPPORT CO. LTD.,http://www.marketsupport.co.th
MARKET VISION,http://www.mvision.com.mk
MARKETING ADVISORY SERVICES,http://www.marketingadvisoryservices.com
MARKETING SUPPORT CONSULTANCY LTD,http://www.marketingsupportconsultancy.com
MARKETVISION RESEARCH,http://www.mv-research.com/
MEDIANA INSTITUT FOR MARKET AND MEDIA RESEARCH,http://www.mediana.si
MIA - MARKETING INSTITUTE LIMITED,http://www.romia.ro
MIND PULSE CONSULT LTD,https://mindpulse.co.ke/
MIX RESEARCH,http://www.mix-research.com/
MTAB,http://mtab.com
MYANMAR SURVEY RESEARCH,http://www.myanmarsurveyresearch.com
NAGY RESEARCH - MIDDLE EAST AFRICA,www.nagyresearch.com
NEO RESEARCH CONSULTING INC.,http://www.theneoresearch.ca
OFFERWISE,http://www.offerwise.com
ON STRATEGY,http://www.onstrategy.com.pt
PSYMA LATINA,http://psyma-latina.com
RACIONAL & EMOCIONAL,http://www.racionalyemocional.com
RMK INC.,http://www.rmk-research.com
SIS INTERNATIONAL RESEARCH,https://www.sisinternational.com
SIS INTERNATIONAL RESEARCH - AUSTRIA,https://www.sisinternational.com/
SURVEY ONE MAJALAH MARKETING GROUP,http://surveyone.co.id/
AVENTURA RESEARCH MYANMAR COMPANY LIMITED,http://www.arm-myanmar.com
BRANDSCAPES WORLDWIDE,http://www.brandscapesworldwide.com
CSS/DATATELLIGENCE,http://www.cssdatatelligence.com
CYMAR MARKET RESEARCH LTD.,http://www.cymar.com.cy
DISCOVERY RESEARCH CANADA,https://www.discoveryresearch.ca
FIELDWORK INC.,http://www.fieldwork.com
FRONTIER CONSULTING KE,www.frontierconsulting.co.ke
GLOBAL CONSULTING & DEVELOPMENT ASSOCIATES LLC,www.gcda-ks.biz
GLOBAL LINGO,https://www.global-lingo.com
INTAGE VIETNAM LLC.,https://www.intage.com.vn/
LIGHTLINE RESEARCH,www.lightlineresearch.com
MADEINVOTE,https://www.madeinvote.com/
ONEPOLL,http://www.onepoll.com
PBS SP. Z O.O.,http://www.pbs.pl
RESEARCH 8020 LIMITED,https://research8020.com/
RETAILZOOM,http://www.retailzoom.net
SILVERLINING RESEARCH,http://www.silverliningresearch.com
THE NORDIC BRAND COMPANY,https://thenordicbrand.com/
VISION ONE RESEARCH LTD,http://www.visionone.co.uk
ALYAQOUT MARKETING RESEARCH & CONSULTANCIES,https://alyaqoutresearch.com/
BAMM LTD.,http://bammglobal.com
CHOICEFORM,https://www.choiceform.com/
DUCKER EUROPE,https://www.ducker.com
ESCALENT ASIA,http://www.escalent.co
MRP MARKETING RESEARCH PARTNERS SRL,http://www.mrp-partners.com
REMTENE SRL,http://www.remtene.it
"VALUES, INC.",https://www.valuesccg.com/english/
WAVE RESEARCH,http://www.waveresearch.ro
TIMESWORLD INFORMATION TECHNOLOGY,https://www.timesworld.com
2 INSIGHTS RESEARCH LTD,https://2insights.com
2THEPOINT,https://www.2thepoint.co.il/
ABBEY-MELNIK,http://www.abbey-melnik.com
ACCEL EUROPA,http://acceleuropa.com
ACCEL KNOWLEDGE,http://accelknowledge.com
ACCEL KNOWLEDGE,http://www.accelknowledge.com
AGRON SRL.,http://www.agron.it
ANGLO PACIFIC RESEARCH AND STRATEGY,http://WWW.ANGLOPACIFICRESEARCH.COM
ARAGON D.O.O. - RESEARCH & PLANNING,http://www.aragon.si
ASKIA SAS,http://www.askia.com
BEHAVIORALLY,www.behaviorally.com
BORDERLESS ACCESS PVT. LTD.,http://www.borderlessaccess.com
BRAIN - BRAND INVESTIGATION S.A. DE C.V.,http://www.brain-research.com
BULBSHARE,https://bulbshare.com/en/
CIEN POR CIENTO MARKET RESEARCH S.C.,http://www.100research.com
CONFIELD RESEARCH GMBH,http://www.confield.com
DELTA RESEARCH,https://www.deltaresearch-intl.com/
DIGITALMR LTD,http://www.digital-mr.com
DIYALOG RESEARCH,http://www.diyalog.com.tr
ESTAT,http://www.estat.bg
ETHOS MARKET RESEARCH,https://www.ethosmr.com
FMR GLOBAL HEALTH,http://www.fmrglobalhealth.com
FOCUS BARI S.A. MARKETING RESEARCH SERVICES,http://www.focusbari.gr
FOCUS INSITE,http://www.focusinsite.com
FUEL + THE FOCUS ROOM,http://www.fuelyourworld.com
FULL CIRCLE RESEARCH,https://www.ilovefullcircle.com
GEOPOLL,http://www.geopoll.com
GLOBAL DATA COLLECTION COMPANY (GDCC),http://www.gdcc.com
GREEN ZEBRAS,http://www.greenzebras.net
HARRIS INTERACTIVE (EUROPE),http://www.harris-interactive.co.uk
I-LINK RESEARCH SOLUTIONS,http://www.i-linkresearch.com
IMP,http://www.imp-me.com
INCLING,https://incling.com/?msource=SMR
INLIGHT RESEARCH,http://www.inlightresearch.com.br
INPUT RESEARCH,http://www.inputresearch.com
INSTITUT FÜR DEMOSKOPIE ALLENSBACH GMBH,http://www.ifd-allensbach.de
INTERACTIVE MARKET RESEARCH,http://www.interactive-mr.com
IPSOS,http://www.ipsos-tambor.sk
IPSOS KUWAIT,http://www.ipsos.com
IPSOS MORI UK LTD.,http://www.ipsos-mori.com
IPSOS S.R.O.,http://www.ipsos.cz
IRC - AGI (AGAH GROUP INTERNATIONAL),http://irc-group.org/en/
ITRACKS,http://www.itracks.com
IT’S A FACT,https://www.itsafact.dk/
JAPAN CONSUMER MARKETING RESEARCH INSTITUTE,http://www.jmr-marketing.com
JIGSAW RESEARCH,http://www.jigsaw-research.co.uk
JOSHUA RESEARCH CONSULTANTS PTE. LTD.,https://www.joshuaresearch.com
JOSHUA RESEARCH CONSULTANTS SDN BHD,http://www.joshuaresearch.com
KANTAR BBSS,http://www.tns-bbss.com
KVT SOLUTIONS,https://www.kvtsolutions.com
LUX RESEARCH JAPAN,http://www.luxresearchjapan.com/
MA.CRO LIFESCIENCE SRL,http://www.ma-cro.com
MALOGIC HOLDINGS LIMITED.,http://www.malogicgroup.com
MARKET MEASURES LIMITED,http://www.marketmeasures.co.uk/
MASMI BELARUS,http://www.masmi.com/by
MASMI BELGRADE,http://www.masmi.rs
MASMI RUSSIA (RUSSIAN FEDERATION),http://www.masmi.ru
MWRESEARCH,http://www.mwresearch.de
NETQUEST,http://www.netquest.com
NETSONDA RESEARCH GROUP,http://www.netsonda.com
OPEEPL,https://www.opeepl.com/
PHARMA DYNAMICS,http://www.pharmadynamics.org
QUALITY CONTROL AFRIKA LTD,https://www.qualitycontrolafrika.com/
QUALSIGHTS,https://www.qualsights.com/
QUOTAS GMBH,http://www.quotas.de
RAI CONSULTANTS LTD.,http://www.rai.com.cy
RANDOM DYNAMIC RESOURCES LTD,http://www.random-dynamicresources.com
SAROS RESEARCH LTD,http://sarosresearch.com/researcher
SAVANTA,https://www.savanta.com?utm_source=esomar&utm_medium=directory
SCHLESINGER GROUP,http://www.schlesingergroup.com
SENSORY DIMENSIONS,http://www.sensorydimensions.com
SKY MARKETING IRAQ,https://skymarketingiraq.com/Research.html
SPARK EMOTIONS LIMITED,https://sparkemotions.com/
SPECTOS GMBH,http://www.spectos.com
STRATEGIC RESEARCH AND DEVELOPMENT CENTER INC.,http://www.strandasia.com
TAPRESEARCH,http://www.tapresearch.com
TGM RESEARCH,https://tgmresearch.com/
THE ARF (ADVERTISING RESEARCH FOUNDATION),http://thearf.org
THE EVOLVED GROUP,www.theevolvedgroup.com
TOLUNA,https://tolunacorporate.com/
TRIBE RESEARCH,http://www.triberesearch.it
VIEWPOINT,http://www.viewpointservices.com
VSB SPAIN S.L.,http://www.vsb-spain.es
XSIGHTS RESEARCH AND CONSULTANCY,http://www.xsights.co.uk/
YOUGOV CANADA,http://ca.yougov.com
INTRA RESEARCH OÜ,http://www.intraresearch.com
ACTFUTURE FRANCE,http://www.actfuture.com
ADVANTAGE MARKET INTELLIGENCE LTD.,www.advantagemi.co.uk
AFRICA 54 MARKETING GROUP,http://www.a54marketinggroup.com/
AQUILA MARKET RESEARCH AND CONSULTING CO.,https://aquila.com.ph/
AVERTY MARKET RESEARCH & INTELLIGENCE,http://www.averty.me
"BEACON ASSOCIATES, INC.",https://www.beaconassociates.jp/
BEIJING MINDSLAB MARKETING CONSULTING LTD,http://www.mindslab.cn
BEYOND RESEARCH,http://www.beyondresearch.se
CONCEPT M RESEARCH + CONSULTING GMBH,http://www.conceptm.eu
CONSUMER ISLANDS,http://www.consumerislands.com
DEBARO GMBH,www.debaro.one
DIVERGENT INSIGHTS PTE LTD,http://www.divergentinsights.com
FOREIGN TONGUES,https://www.foreigntongues.co.uk
INDAGO,http://www.indago.mk
INNOVATEMR,http://www.innovatemr.com
INSIGHT CULTURE,http://www.insight-culture.com
INSIGHTS DRIVEN RESEARCH (IDR),www.insightsdrivenresearch.com
JASPER COLIN RESEARCH,http://www.jaspercolin.com
KONNECTING PEOPLE,https://konnectingpeople.com
MARU GROUP,https://www.marugroup.net/
NEOTRENDS RESEARCH AFRICA LTD,http://www.neotrendsresearchafrica.com
OPINION AS,http://www.opinion.no
QRS MARKET RESEARCH LTD.,http://www.qrs-research.co.uk
SMART MARKET RESEARCH,https://www.smartmresearch.com/
SPIEGEL INSTITUT MANNHEIM,http://www.spiegel-institut.de
TREND RESEARCH CENTER,http://www.rctrend.bg
WUNG-RESEARCH,http://www.wung-research.com
YOUGOV DENMARK,http://yougov.dk
YOUGOV DEUTSCHLAND,http://www.yougov.de
YOUGOV HONG KONG,http://ap.yougov.com
YOUGOV TURKEY,https://www.wizsight.com/
YOUGOV UK,http://www.yougov.co.uk
EPISCENTER D.O.O.,https://www.episcenter.si
FASTUNA,https://fastuna.com/?utm_source=esomar_directory
INFOTOOLS,https://www.infotools.com
INTERVISTA AG,http://www.intervista.ch
MARKETING GURU,https://mglmarketingguru.com/
NEUROHM,https://neurohm.com/
PMI CO. LTD.,http://www.pmirnc.com/en
PREMISE DATA CORPORATION,www.premise.com
QUESTIONPRO,https://www.questionpro.com/
SENSOR TOWER,https://sensortower.com/
SYNOPTICOM,www.synopticom.com
VIMA LINK SA,https://vima-swiss.com/
RASS CONSULTANCY SA,http://www.rass.gr
ACTONE INTELLIGENCE & RESEARCH,http://www.actone.pt
BLUE LATITUDE NETWORK LIMITED,http://www.bluelatitude.net
H.M. MARKETING RESEARCH INC.,http://www.hmmr.co.jp
M&P ANALYTICS LLC,http://www.km-center.ru
OPINION MATTERS,http://www.opinionmatters.co.uk
PERSPEKTIV UNDERSOKKNINGAR AB,http://www.perspektivundersokningar.se
RUSSELL MARKETING RESEARCH INC.,http://www.russellresearch.com
S&P GLOBAL (ECONOMIC INDICES),http://www.pmi.spglobal.com
VALIDATORS,http://www.validators.nl
YOUGOV ITALY,http://it.yougov.com
YOUGOV SPAIN,http://es.yougov.com
3 MARKET DIMENSIONS,http://www.3marketdimensions.com
361 RESEARCH SOLUTIONS,http://threesixtyone.gr
A PIECE OF PIE,http://www.piecepie.com
ACACIA AVENUE,http://www.acacia-avenue.com
ALPHA PUBLIC RELATIONS& INTEGRATED MARKETING S.A.,http://www.apr.com.gr
ALPHABET SAS,http://www.alphabet.it
ALVIN MARKET,http://www.alvin.kz
AMARILLO RESEARCH & CONSULTANCY AB,http://www.amarillo.se
AMBER MARKETING RESEARCH & CONSULTING,http://www.ambermarketing.com
APERTAMENTE SRL,http://www.apertamentericerche.it
ASKSWEDEN,http://www.asksweden.se
ASTAREA-SOLUTIONS FOR MANAGEMENT,http://www.astarea.it
AUGUR,http://www.augur.se
BALTIC SURVEYS,http://www.gallup.com
BCMM - MARKET RESEARCH LTD,http://www.bcmm.com.pl
BISAM CENTRAL ASIA,http://www.bisam.kz
BRAINCANDY S.A.,http://www.braincandy.gr
BUZZBACK MARKET RESEARCH,http://www.buzzback.com
CENTRAL RESEARCH SERVICES INC. (CRS),http://www.crs.or.jp
CESSI - INSTITUTE FOR COMPARATIVE SOCIAL RESEARCH,http://www.cessi.ru
CITATION JAPAN CO. LTD.,https://www.citation.co.jp/en/
CLOVE RESEARCH & MARKETING ANALYTICS,http://www.clove-research.com
COMTEST AG,http://www.comtest.ch
"CONNECTED RESEARCH & CONSULTING, LLC",https://connectedrc.com
CRC RESEARCH,http://www.crcresearch.com
D3 SYSTEMS INC.,http://www.d3systems.com
DATA CENTRUM,http://www.datacentrum.al
DAVID RICHARDSON & ASSOCIATES,http://draasia.info
DEMOSCOPE,http://www.demoscope.ch
DENTSU MACROMILL INSIGHT,http://www.dentsu-mi.co.jp
ELMA RESEARCH S.R.L.,http://www.elmaresearch.com
EMC - ETUDES DE MARCHÉ ET CONSEILS,http://www.emc-conseil.com
EMG SRL,http://www.acquagroup.it/
EMRHOD,http://www.emrhod.com
ERA RESEARCH & CONSULTANCY,http://www.eraresearch.com
ERGO RESEARCH,http://www.ergoresearch.it
EUMETRA,https://www.eumetra.com/en/
EXPLORARE-INSTITUTE FOR MARKET RESEARCH,http://www.explorare.de
FACTUM GROUP UKRAINE,http://factum-ua.com
FENESTRA DENMARK,http://www.fenestra.dk
FORMAT RESEARCH SRL,http://www.formatresearch.com
GFS. BERN AG,http://www.gfsbern.ch/
GIM FRANCE,http://www.gim-france.com
GRAVITY PLANNING & RESEARCH LTD,http://www.gravity-insight.com
GREEN LIGHT RESEARCH,http://www.greenlightresearch.com
HALL & PARTNERS DUBAI,http://WWW.HALLANDPARTNERS.COM
HALL & PARTNERS EUROPE LTD.,http://www.hall-and-partners.com
HAPPY THINKING PEOPLE FRANCE,http://www.happythinkingpeople.com/
IDEA STRATEGIC RESEARCH SOLUTIONS,http://www.idea-solutions.net
IMAS INTERNATIONAL,http://www.imas.hu
INNOV8ASIA,http://www.innov8asia.com
INSIGHT ASSESSORIA E PESQUISA LTDA.,http://www.insightbr.com
INSIGHT INSTITUTE AG,http://www.insightinstitute.ch
INSIGHTASIA RESEARCH GROUP PTE. LTD.,http://www.insightasia.com
INTAGE (THAILAND) CO. LTD.,http://www.intage-thailand.com
INTERFACE MERCADOLÓGICA S.C.,http://www.interfacemercadologica.com
IPSOS,http://www.ipsos-na.com
IQS SP. Z O.O.,http://www.grupaiqs.pl
JAPAN MARKETING AGENCY,http://www.jma-net.com
JAPAN RESEARCH CONSULTANTS CO. LTD.,http://www.jrccl.co.jp
JPCR S.A.,http://www.jpcr.be
KALITA RESEARCH AND CONSULTANCY,http://www.kalita.net
KASI INSIGHT,http://www.kasiinsight.com
LEFTFIELD ASSOCIATES,http://www.leftfield.co.uk/
LEVADA-CENTER,http://www.levada.ru
LINQ MARKET RESEARCH ESPAÑA S.A.,http://www.linq-spain.com
LONG LUST,http://www.thelonglust.com
MARECO INDEX BOSNIA,http://www.tns-mib.ba
MARKET-I RESEARCH SERVICES & CONSULTANCY,http://www.market-i-research.com
MARKETMATTERS INC.,http://www.marketmatters.ph
MBA RECHERCHE INC.,http://www.mbarecherche.com
MERCAPLAN CENTRAL AMERICA & CARIBBEAN (COSTA RICA),http://www.mercaplan.com
MESH EXPERIENCE,http://www.meshexperience.com
MIS GROUP INTL. LTD,http://www.misgroup.io
MIS TREND S.A.,http://www.mistrend.ch
MM-EYE LTD,http://www.mm-eye.com
MONGOLIAN MARKETING CONSULTING GROUP,http://www.mmcg.mn
MOTIVACTION INTERNATIONAL B.V.,http://www.motivaction.nl
N DYNAMIC CONSULTANCY LTD.,http://www.n-dynamic.com
NAETHER MARKTFORSCHUNG GMBH,http://www.naether.de
NEXUS LINK PTE LTD,http://www.nexus-link.net
NIPPON RESEARCH CENTER LTD.,http://www.nrc.co.jp
NOVUS GROUP INTERNATIONAL AB,http://www.novus.se
NUANCETREE LIMITED (HK),http://www.nuancetree.com/
NUEVA INVESTIGACIÓN,http://www.nuevainvestigacion.com
ONIN LLC,http://www.onlineinterviewer.net
OPINION MARKET RESEARCH & CONSULTING GMBH,http://www.opinion.de
OPINION WAY,http://www.opinionway.com/english/index.php
OPINIONS LTD (USA),http://www.opinionsltd.com
OPINIONWAY MOROCCO,https://www.opinion-way.com/en/
ORIS - OBJEKTIF RESEARCH & INFORMATION SERVICES,http://www.objektifresearch.com
PEOPLE THE RESEARCH PARTNER SRL,http://www.peopleresearch.it
PFM RESEARCH I SVERIGE AB,http://pfmresearch.se
PLUS FOUR MARKET RESEARCH LIMITED,http://www.plus4.co.uk
PMF PLAN MARKTFORSCHUNG GMBH,http://www.pmfplan.com
PRODEGE,http://www.prodege.com
PRODUKT + MARKT GMBH & CO. KG,http://www.produktundmarkt.de
PROFACTS,http://www.profacts.be
PRORATA S.A.,http://www.prorata.gr
QED LTD.,http://www.qed.gr
R2 INSIGHTS,http://www.r2-insights.com
RAIT BALTIC (ESTONIA LATVIA LITHUANIA),http://www.raitgroup.com
RED C RESEARCH & MARKETING LTD,http://www.redcresearch.ie
RESEARCH A,http://research-a.kr/
RESEARCH AHEAD,http://research-ahead.com/
RESPONS ANALYSE,http://www.responsanalyse.no
RICERCA & C S.R.L.,http://www.ricercaec.it
ROME FIELD & RESEARCH INTERNATIONAL,http://www.rfr-international.net
SHIN JOHO CENTER INC,https://www.sjc.or.jp
SKY CONSULTING,http://www.skyconsulting.fr
SWAT RESEARCH,http://www.swat.ae
SYNAPSIS,http://www.synapsis-rs.com
TARGOZ MARKET RESEARCH,https://www.targoz.com/
THE MARKET RESEARCH ORGANISATION (MRO) - LEBANON,http://www.mrocompany.com
THINKBANK,https://thinkbankiraq.com/
TRA,http://www.tra.co.nz
TV MR GE NIELSEN TELEVISION AUDIENCE MEASUREMENT'S OFFICIAL LICENSEE,http://www.tvmr.ge
UNABHÄNGIGES MEINUNGSFORSCHUNGSINSTITUT INFO GMBH,http://www.infogmbh.de
VALIDATA,http://www.validata.ru
